Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,scouting_report
1270,Brennan Johnson,wls WAL,FW,Tottenham,eng Premier League,23.0,2001.0,33,24,2177,24.2,11,3,14,11,0,0,5,0,10.4,10.4,2.3,12.7,60,71,197,0.45,0.12,0.58,0.45,0.58,0.43,0.09,0.52,0.43,0.52,Scouting Report for Brennan Johnson. Team: Tottenham. Position: FW. Age: 23.0. Nation: wls WAL. Matches Played: 33. Minutes: 2177. Goals: 11. Assists: 3. Non-Penalty xG (npxG): 10.4. Expected Assists (xAG): 2.3. Progressive Carries: 60. Progressive Passes: 71. 
1271,Karl-Johan Johnsson,se SWE,GK,Strasbourg,fr Ligue 1,34.0,1990.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Karl-Johan Johnsson. Team: Strasbourg. Position: GK. Age: 34.0. Nation: se SWE. Matches Played: 3. Minutes: 270. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
1272,Sam Johnstone,eng ENG,GK,Wolves,eng Premier League,31.0,1993.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Sam Johnstone. Team: Wolves. Position: GK. Age: 31.0. Nation: eng ENG. Matches Played: 7. Minutes: 630. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
1273,Paul Joly,fr FRA,DF,Auxerre,fr Ligue 1,24.0,2000.0,26,10,1009,11.2,0,1,1,0,0,0,3,1,0.6,0.6,1.3,1.9,28,51,61,0.0,0.09,0.09,0.0,0.09,0.05,0.12,0.17,0.05,0.17,Scouting Report for Paul Joly. Team: Auxerre. Position: DF. Age: 24.0. Nation: fr FRA. Matches Played: 26. Minutes: 1009. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.6. Expected Assists (xAG): 1.3. Progressive Carries: 28. Progressive Passes: 51. 
1274,Curtis Jones,eng ENG,"MF,DF",Liverpool,eng Premier League,23.0,2001.0,33,19,1712,19.0,3,3,6,3,0,0,3,1,4.3,4.3,1.1,5.4,30,117,79,0.16,0.16,0.32,0.16,0.32,0.23,0.06,0.29,0.23,0.29,"Scouting Report for Curtis Jones. Team: Liverpool. Position: MF,DF. Age: 23.0. Nation: eng ENG. Matches Played: 33. Minutes: 1712. Goals: 3. Assists: 3. Non-Penalty xG (npxG): 4.3. Expected Assists (xAG): 1.1. Progressive Carries: 30. Progressive Passes: 117. "
1275,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,27.0,1997.0,26,9,1143,12.7,2,2,4,2,0,0,3,0,0.7,0.7,2.0,2.6,36,120,24,0.16,0.16,0.31,0.16,0.31,0.05,0.16,0.21,0.05,0.21,Scouting Report for Frenkie de Jong. Team: Barcelona. Position: MF. Age: 27.0. Nation: nl NED. Matches Played: 26. Minutes: 1143. Goals: 2. Assists: 2. Non-Penalty xG (npxG): 0.7. Expected Assists (xAG): 2.0. Progressive Carries: 36. Progressive Passes: 120. 
1276,Joan Jordán,es ESP,MF,Alavés,es La Liga,30.0,1994.0,25,15,1414,15.7,5,2,7,2,3,4,4,0,4.8,1.6,2.3,4.0,7,104,35,0.32,0.13,0.45,0.13,0.25,0.3,0.15,0.45,0.1,0.25,Scouting Report for Joan Jordán. Team: Alavés. Position: MF. Age: 30.0. Nation: es ESP. Matches Played: 25. Minutes: 1414. Goals: 5. Assists: 2. Non-Penalty xG (npxG): 1.6. Expected Assists (xAG): 2.3. Progressive Carries: 7. Progressive Passes: 104. 
1277,Jorginho,it ITA,MF,Arsenal,eng Premier League,32.0,1991.0,15,9,704,7.8,0,0,0,0,0,0,5,0,0.1,0.1,0.4,0.5,12,48,6,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Scouting Report for Jorginho. Team: Arsenal. Position: MF. Age: 32.0. Nation: it ITA. Matches Played: 15. Minutes: 704. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 0.4. Progressive Carries: 12. Progressive Passes: 48. 
1278,Jesse Joronen,fi FIN,GK,Venezia,it Serie A,31.0,1993.0,8,7,703,7.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Jesse Joronen. Team: Venezia. Position: GK. Age: 31.0. Nation: fi FIN. Matches Played: 8. Minutes: 703. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
1279,Jota,pt POR,"FW,MF",Rennes,fr Ligue 1,25.0,1999.0,9,3,334,3.7,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,13,16,35,0.27,0.0,0.27,0.27,0.27,0.36,0.08,0.44,0.36,0.44,"Scouting Report for Jota. Team: Rennes. Position: FW,MF. Age: 25.0. Nation: pt POR. Matches Played: 9. Minutes: 334. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 1.3. Expected Assists (xAG): 0.3. Progressive Carries: 13. Progressive Passes: 16. "
1280,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,27.0,1996.0,26,14,1196,13.3,6,3,9,6,0,0,2,0,7.9,7.9,1.8,9.8,37,34,88,0.45,0.23,0.68,0.45,0.68,0.6,0.14,0.74,0.6,0.74,Scouting Report for Diogo Jota. Team: Liverpool. Position: FW. Age: 27.0. Nation: pt POR. Matches Played: 26. Minutes: 1196. Goals: 6. Assists: 3. Non-Penalty xG (npxG): 7.9. Expected Assists (xAG): 1.8. Progressive Carries: 37. Progressive Passes: 34. 
1281,Antoine Joujou,fr FRA,"MF,FW",Le Havre,fr Ligue 1,21.0,2003.0,26,9,943,10.5,0,2,2,0,0,0,1,0,0.6,0.6,3.0,3.7,44,18,85,0.0,0.19,0.19,0.0,0.19,0.06,0.29,0.35,0.06,0.35,"Scouting Report for Antoine Joujou. Team: Le Havre. Position: MF,FW. Age: 21.0. Nation: fr FRA. Matches Played: 26. Minutes: 943. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 0.6. Expected Assists (xAG): 3.0. Progressive Carries: 44. Progressive Passes: 18. "
1282,Luka Jović,rs SRB,"FW,MF",Milan,it Serie A,26.0,1997.0,15,6,557,6.2,2,0,2,2,0,0,1,0,2.4,2.4,1.4,3.8,8,26,24,0.32,0.0,0.32,0.32,0.32,0.38,0.22,0.61,0.38,0.61,"Scouting Report for Luka Jović. Team: Milan. Position: FW,MF. Age: 26.0. Nation: rs SRB. Matches Played: 15. Minutes: 557. Goals: 2. Assists: 0. Non-Penalty xG (npxG): 2.4. Expected Assists (xAG): 1.4. Progressive Carries: 8. Progressive Passes: 26. "
1283,Juanmi,es ESP,"FW,MF",Getafe,es La Liga,31.0,1993.0,13,8,696,7.7,0,0,0,0,0,0,2,0,2.9,2.9,0.3,3.2,6,8,28,0.0,0.0,0.0,0.0,0.0,0.37,0.04,0.41,0.37,0.41,"Scouting Report for Juanmi. Team: Getafe. Position: FW,MF. Age: 31.0. Nation: es ESP. Matches Played: 13. Minutes: 696. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 2.9. Expected Assists (xAG): 0.3. Progressive Carries: 6. Progressive Passes: 8. "
1284,Juanmi,es ESP,"FW,MF",Betis,es La Liga,31.0,1993.0,11,2,244,2.7,0,0,0,0,0,0,2,0,0.7,0.7,0.4,1.0,4,4,18,0.0,0.0,0.0,0.0,0.0,0.25,0.14,0.39,0.25,0.39,"Scouting Report for Juanmi. Team: Betis. Position: FW,MF. Age: 31.0. Nation: es ESP. Matches Played: 11. Minutes: 244. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.7. Expected Assists (xAG): 0.4. Progressive Carries: 4. Progressive Passes: 4. "
1285,Juanpe,es ESP,DF,Girona,es La Liga,33.0,1991.0,12,8,727,8.1,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.2,2,26,0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Scouting Report for Juanpe. Team: Girona. Position: DF. Age: 33.0. Nation: es ESP. Matches Played: 12. Minutes: 727. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 0.2. Progressive Carries: 2. Progressive Passes: 26. 
1286,Jubal,br BRA,DF,Auxerre,fr Ligue 1,30.0,1993.0,30,30,2640,29.3,6,0,6,3,3,4,7,0,5.2,2.0,0.9,2.9,1,33,3,0.2,0.0,0.2,0.1,0.1,0.18,0.03,0.21,0.07,0.1,Scouting Report for Jubal. Team: Auxerre. Position: DF. Age: 30.0. Nation: br BRA. Matches Played: 30. Minutes: 2640. Goals: 6. Assists: 0. Non-Penalty xG (npxG): 2.0. Expected Assists (xAG): 0.9. Progressive Carries: 1. Progressive Passes: 33. 
1287,Anthony Jung,de GER,DF,Werder Bremen,de Bundesliga,32.0,1991.0,28,20,1898,21.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,20,121,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Anthony Jung. Team: Werder Bremen. Position: DF. Age: 32.0. Nation: de GER. Matches Played: 28. Minutes: 1898. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.1. Progressive Carries: 20. Progressive Passes: 121. 
1288,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,es La Liga,23.0,2001.0,17,16,1458,16.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Luiz Lúcio Reis Júnior. Team: Villarreal. Position: GK. Age: 23.0. Nation: br BRA. Matches Played: 17. Minutes: 1458. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
1289,Hamed Junior Traorè,ci CIV,MF,Auxerre,fr Ligue 1,24.0,2000.0,26,26,2093,23.3,10,2,12,10,0,0,5,0,7.9,7.9,2.7,10.6,66,99,146,0.43,0.09,0.52,0.43,0.52,0.34,0.12,0.46,0.34,0.46,Scouting Report for Hamed Junior Traorè. Team: Auxerre. Position: MF. Age: 24.0. Nation: ci CIV. Matches Played: 26. Minutes: 2093. Goals: 10. Assists: 2. Non-Penalty xG (npxG): 7.9. Expected Assists (xAG): 2.7. Progressive Carries: 66. Progressive Passes: 99. 
1290,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,24.0,2000.0,30,24,2253,25.0,11,8,19,9,2,3,8,1,10.4,8.2,8.0,16.2,169,85,256,0.44,0.32,0.76,0.36,0.68,0.41,0.32,0.73,0.33,0.65,Scouting Report for Vinicius Júnior. Team: Real Madrid. Position: FW. Age: 24.0. Nation: br BRA. Matches Played: 30. Minutes: 2253. Goals: 11. Assists: 8. Non-Penalty xG (npxG): 8.2. Expected Assists (xAG): 8.0. Progressive Carries: 169. Progressive Passes: 85. 
1291,Josip Juranović,hr CRO,"DF,MF",Union Berlin,de Bundesliga,28.0,1995.0,17,13,1159,12.9,0,1,1,0,0,0,4,0,0.3,0.3,1.8,2.1,19,52,45,0.0,0.08,0.08,0.0,0.08,0.02,0.14,0.16,0.02,0.16,"Scouting Report for Josip Juranović. Team: Union Berlin. Position: DF,MF. Age: 28.0. Nation: hr CRO. Matches Played: 17. Minutes: 1159. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.3. Expected Assists (xAG): 1.8. Progressive Carries: 19. Progressive Passes: 52. "
1292,David Jurásek,cz CZE,DF,Hoffenheim,de Bundesliga,23.0,2000.0,14,6,619,6.9,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1.0,17,22,42,0.0,0.15,0.15,0.0,0.15,0.02,0.13,0.14,0.02,0.14,Scouting Report for David Jurásek. Team: Hoffenheim. Position: DF. Age: 23.0. Nation: cz CZE. Matches Played: 14. Minutes: 619. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.1. Expected Assists (xAG): 0.9. Progressive Carries: 17. Progressive Passes: 22. 
1293,Stanko Jurić,hr CRO,MF,Valladolid,es La Liga,27.0,1996.0,26,19,1729,19.2,0,0,0,0,0,0,7,1,0.8,0.8,0.5,1.3,5,57,8,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.07,0.04,0.07,Scouting Report for Stanko Jurić. Team: Valladolid. Position: MF. Age: 27.0. Nation: hr CRO. Matches Played: 26. Minutes: 1729. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.8. Expected Assists (xAG): 0.5. Progressive Carries: 5. Progressive Passes: 57. 
1294,James Justin,eng ENG,DF,Leicester City,eng Premier League,26.0,1998.0,36,34,2912,32.4,2,2,4,2,0,0,6,0,1.5,1.5,0.8,2.3,39,91,96,0.06,0.06,0.12,0.06,0.12,0.05,0.03,0.07,0.05,0.07,Scouting Report for James Justin. Team: Leicester City. Position: DF. Age: 26.0. Nation: eng ENG. Matches Played: 36. Minutes: 2912. Goals: 2. Assists: 2. Non-Penalty xG (npxG): 1.5. Expected Assists (xAG): 0.8. Progressive Carries: 39. Progressive Passes: 91. 
1295,Filip Jørgensen,dk DEN,GK,Chelsea,eng Premier League,22.0,2002.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouting Report for Filip Jørgensen. Team: Chelsea. Position: GK. Age: 22.0. Nation: dk DEN. Matches Played: 6. Minutes: 540. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.0. Expected Assists (xAG): 0.0. Progressive Carries: 0. Progressive Passes: 0. 
1296,Mohamed Kaba,fr FRA,MF,Lecce,it Serie A,22.0,2001.0,15,2,452,5.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,3,18,8,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Scouting Report for Mohamed Kaba. Team: Lecce. Position: MF. Age: 22.0. Nation: fr FRA. Matches Played: 15. Minutes: 452. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.3. Expected Assists (xAG): 0.0. Progressive Carries: 3. Progressive Passes: 18. 
1299,Christian Kabasele,be BEL,DF,Udinese,it Serie A,33.0,1991.0,16,12,1161,12.9,2,0,2,2,0,0,0,0,1.5,1.5,0.4,1.9,9,44,7,0.16,0.0,0.16,0.16,0.16,0.12,0.03,0.14,0.12,0.14,Scouting Report for Christian Kabasele. Team: Udinese. Position: DF. Age: 33.0. Nation: be BEL. Matches Played: 16. Minutes: 1161. Goals: 2. Assists: 0. Non-Penalty xG (npxG): 1.5. Expected Assists (xAG): 0.4. Progressive Carries: 9. Progressive Passes: 44. 
1300,Issa Kaboré,bf BFA,"DF,FW",Werder Bremen,de Bundesliga,23.0,2001.0,9,3,308,3.4,0,0,0,0,0,0,0,0,0.7,0.7,0.8,1.5,15,8,35,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.45,0.2,0.45,"Scouting Report for Issa Kaboré. Team: Werder Bremen. Position: DF,FW. Age: 23.0. Nation: bf BFA. Matches Played: 9. Minutes: 308. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.7. Expected Assists (xAG): 0.8. Progressive Carries: 15. Progressive Passes: 8. "
1301,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,fr Ligue 1,20.0,2004.0,12,8,634,7.0,1,1,2,1,0,0,4,0,0.6,0.6,1.7,2.3,19,22,29,0.14,0.14,0.28,0.14,0.28,0.09,0.24,0.32,0.09,0.32,"Scouting Report for Yaya Kader Fofana. Team: Reims. Position: MF,FW. Age: 20.0. Nation: ml MLI. Matches Played: 12. Minutes: 634. Goals: 1. Assists: 1. Non-Penalty xG (npxG): 0.6. Expected Assists (xAG): 1.7. Progressive Carries: 19. Progressive Passes: 22. "
1302,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,32.0,1992.0,24,18,1576,17.5,2,0,2,2,0,0,6,0,0.8,0.8,2.0,2.7,15,47,86,0.11,0.0,0.11,0.11,0.11,0.04,0.11,0.16,0.04,0.16,Scouting Report for Pavel Kadeřábek. Team: Hoffenheim. Position: DF. Age: 32.0. Nation: cz CZE. Matches Played: 24. Minutes: 1576. Goals: 2. Assists: 0. Non-Penalty xG (npxG): 0.8. Expected Assists (xAG): 2.0. Progressive Carries: 15. Progressive Passes: 47. 
1303,Tino Kadewere,zw ZIM,"MF,FW",Nantes,fr Ligue 1,28.0,1996.0,12,6,512,5.7,1,2,3,1,0,0,1,0,1.7,1.7,1.0,2.7,5,19,27,0.18,0.35,0.53,0.18,0.53,0.3,0.17,0.47,0.3,0.47,"Scouting Report for Tino Kadewere. Team: Nantes. Position: MF,FW. Age: 28.0. Nation: zw ZIM. Matches Played: 12. Minutes: 512. Goals: 1. Assists: 2. Non-Penalty xG (npxG): 1.7. Expected Assists (xAG): 1.0. Progressive Carries: 5. Progressive Passes: 19. "
1304,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,eng Premier League,24.0,1999.0,6,5,385,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.0,0.23,0.23,0.23,0.1,0.04,0.14,0.1,0.14,"Scouting Report for Ferdi Kadioglu. Team: Brighton. Position: DF,MF. Age: 24.0. Nation: tr TUR. Matches Played: 6. Minutes: 385. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 0.4. Expected Assists (xAG): 0.2. Progressive Carries: 1. Progressive Passes: 15. "
1305,Arnaud Kalimuendo,fr FRA,"FW,MF",Rennes,fr Ligue 1,22.0,2002.0,33,31,2578,28.6,17,3,20,12,5,8,2,0,14.9,8.9,2.0,10.9,50,72,167,0.59,0.1,0.7,0.42,0.52,0.52,0.07,0.59,0.31,0.38,"Scouting Report for Arnaud Kalimuendo. Team: Rennes. Position: FW,MF. Age: 22.0. Nation: fr FRA. Matches Played: 33. Minutes: 2578. Goals: 17. Assists: 3. Non-Penalty xG (npxG): 8.9. Expected Assists (xAG): 2.0. Progressive Carries: 50. Progressive Passes: 72. "
1306,Pierre Kalulu,fr FRA,DF,Juventus,it Serie A,24.0,2000.0,29,25,2337,26.0,1,0,1,1,0,0,2,1,0.7,0.7,0.5,1.2,48,117,24,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,Scouting Report for Pierre Kalulu. Team: Juventus. Position: DF. Age: 24.0. Nation: fr FRA. Matches Played: 29. Minutes: 2337. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 0.7. Expected Assists (xAG): 0.5. Progressive Carries: 48. Progressive Passes: 117. 
1308,Daichi Kamada,jp JPN,MF,Crystal Palace,eng Premier League,27.0,1996.0,34,15,1564,17.4,0,0,0,0,0,0,4,1,1.1,1.1,1.9,3.0,25,88,56,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Scouting Report for Daichi Kamada. Team: Crystal Palace. Position: MF. Age: 27.0. Nation: jp JPN. Matches Played: 34. Minutes: 1564. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 1.1. Expected Assists (xAG): 1.9. Progressive Carries: 25. Progressive Passes: 88. 
1309,Waren Kamanzi,no NOR,"DF,MF",Toulouse,fr Ligue 1,23.0,2000.0,24,11,1022,11.4,1,1,2,1,0,0,3,0,1.3,1.3,1.0,2.2,29,33,62,0.09,0.09,0.18,0.09,0.18,0.11,0.08,0.2,0.11,0.2,"Scouting Report for Waren Kamanzi. Team: Toulouse. Position: DF,MF. Age: 23.0. Nation: no NOR. Matches Played: 24. Minutes: 1022. Goals: 1. Assists: 1. Non-Penalty xG (npxG): 1.3. Expected Assists (xAG): 1.0. Progressive Carries: 29. Progressive Passes: 33. "
1310,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,24.0,1999.0,26,20,1726,19.2,1,0,1,1,0,0,2,0,0.8,0.8,0.9,1.7,19,85,7,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.09,0.04,0.09,Scouting Report for Boubacar Kamara. Team: Aston Villa. Position: MF. Age: 24.0. Nation: fr FRA. Matches Played: 26. Minutes: 1726. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 0.8. Expected Assists (xAG): 0.9. Progressive Carries: 19. Progressive Passes: 85. 
1311,Glen Kamara,fi FIN,MF,Rennes,fr Ligue 1,28.0,1995.0,13,8,662,7.4,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.3,5,34,22,0.0,0.14,0.14,0.0,0.14,0.02,0.02,0.05,0.02,0.05,Scouting Report for Glen Kamara. Team: Rennes. Position: MF. Age: 28.0. Nation: fi FIN. Matches Played: 13. Minutes: 662. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 0.2. Expected Assists (xAG): 0.2. Progressive Carries: 5. Progressive Passes: 34. 
1312,Hassane Kamara,ci CIV,DF,Udinese,it Serie A,30.0,1994.0,30,25,2001,22.2,1,4,5,1,0,0,8,1,0.9,0.9,2.7,3.6,52,61,103,0.04,0.18,0.22,0.04,0.22,0.04,0.12,0.16,0.04,0.16,Scouting Report for Hassane Kamara. Team: Udinese. Position: DF. Age: 30.0. Nation: ci CIV. Matches Played: 30. Minutes: 2001. Goals: 1. Assists: 4. Non-Penalty xG (npxG): 0.9. Expected Assists (xAG): 2.7. Progressive Carries: 52. Progressive Passes: 61. 
1314,Willy Kambwala,fr FRA,DF,Villarreal,es La Liga,19.0,2004.0,19,12,1117,12.4,0,0,0,0,0,0,1,1,0.3,0.3,0.1,0.5,2,16,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Scouting Report for Willy Kambwala. Team: Villarreal. Position: DF. Age: 19.0. Nation: fr FRA. Matches Played: 19. Minutes: 1117. Goals: 0. Assists: 0. Non-Penalty xG (npxG): 0.3. Expected Assists (xAG): 0.1. Progressive Carries: 2. Progressive Passes: 16. 
1315,Jakub Kamiński,pl POL,"DF,MF",Wolfsburg,de Bundesliga,22.0,2002.0,22,12,1130,12.6,0,2,2,0,0,0,2,0,0.9,0.9,3.3,4.2,41,40,69,0.0,0.16,0.16,0.0,0.16,0.07,0.26,0.34,0.07,0.34,"Scouting Report for Jakub Kamiński. Team: Wolfsburg. Position: DF,MF. Age: 22.0. Nation: pl POL. Matches Played: 22. Minutes: 1130. Goals: 0. Assists: 2. Non-Penalty xG (npxG): 0.9. Expected Assists (xAG): 3.3. Progressive Carries: 41. Progressive Passes: 40. "
1316,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,33.0,1990.0,26,18,1593,17.7,1,0,1,1,0,0,5,0,0.8,0.8,1.4,2.2,21,106,32,0.06,0.0,0.06,0.06,0.06,0.05,0.08,0.13,0.05,0.13,Scouting Report for Kevin Kampl. Team: RB Leipzig. Position: MF. Age: 33.0. Nation: si SVN. Matches Played: 26. Minutes: 1593. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 0.8. Expected Assists (xAG): 1.4. Progressive Carries: 21. Progressive Passes: 106. 
1318,Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,31.0,1993.0,31,28,2381,26.5,26,9,35,17,9,9,5,0,20.3,13.3,5.3,18.6,29,97,143,0.98,0.34,1.32,0.64,0.98,0.77,0.2,0.97,0.5,0.7,Scouting Report for Harry Kane. Team: Bayern Munich. Position: FW. Age: 31.0. Nation: eng ENG. Matches Played: 31. Minutes: 2381. Goals: 26. Assists: 9. Non-Penalty xG (npxG): 13.3. Expected Assists (xAG): 5.3. Progressive Carries: 29. Progressive Passes: 97. 
1319,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,fr Ligue 1,23.0,2001.0,30,19,1663,18.5,6,6,12,6,0,0,1,0,3.5,3.5,5.6,9.1,50,143,138,0.32,0.32,0.65,0.32,0.65,0.19,0.3,0.5,0.19,0.5,"Scouting Report for Lee Kang-in. Team: Paris S-G. Position: FW,MF. Age: 23.0. Nation: kr KOR. Matches Played: 30. Minutes: 1663. Goals: 6. Assists: 6. Non-Penalty xG (npxG): 3.5. Expected Assists (xAG): 5.6. Progressive Carries: 50. Progressive Passes: 143. "
1320,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,26.0,1998.0,29,10,1046,11.6,0,1,1,0,0,0,2,0,1.2,1.2,0.9,2.2,37,28,80,0.0,0.09,0.09,0.0,0.09,0.11,0.08,0.18,0.11,0.18,"Scouting Report for Yann Karamoh. Team: Torino. Position: MF,FW. Age: 26.0. Nation: fr FRA. Matches Played: 29. Minutes: 1046. Goals: 0. Assists: 1. Non-Penalty xG (npxG): 1.2. Expected Assists (xAG): 0.9. Progressive Carries: 37. Progressive Passes: 28. "
1321,Atakan Karazor,0,MF,Stuttgart,de Bundesliga,27.0,1996.0,32,31,2618,29.1,2,4,6,2,0,0,10,1,2.3,2.0,2.6,4.6,19,140,33,0.07,0.14,0.21,0.07,0.21,0.08,0.09,0.17,0.07,0.16,Scouting Report for Atakan Karazor. Team: Stuttgart. Position: MF. Age: 27.0. Nation: 0. Matches Played: 32. Minutes: 2618. Goals: 2. Assists: 4. Non-Penalty xG (npxG): 2.0. Expected Assists (xAG): 2.6. Progressive Carries: 19. Progressive Passes: 140. 
1322,Jesper Karlsson,se SWE,FW,Bologna,it Serie A,26.0,1998.0,7,3,298,3.3,1,0,1,1,0,0,1,0,0.7,0.7,0.1,0.8,6,6,31,0.3,0.0,0.3,0.3,0.3,0.22,0.03,0.25,0.22,0.25,Scouting Report for Jesper Karlsson. Team: Bologna. Position: FW. Age: 26.0. Nation: se SWE. Matches Played: 7. Minutes: 298. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 0.7. Expected Assists (xAG): 0.1. Progressive Carries: 6. Progressive Passes: 6. 
1323,Jesper Karlsson,se SWE,FW,Lecce,it Serie A,26.0,1998.0,13,6,495,5.5,1,0,1,0,1,1,2,0,1.5,0.7,0.6,1.3,11,12,32,0.18,0.0,0.18,0.0,0.0,0.26,0.12,0.38,0.12,0.24,Scouting Report for Jesper Karlsson. Team: Lecce. Position: FW. Age: 26.0. Nation: se SWE. Matches Played: 13. Minutes: 495. Goals: 1. Assists: 0. Non-Penalty xG (npxG): 0.7. Expected Assists (xAG): 0.6. Progressive Carries: 11. Progressive Passes: 12. 
1324,Jesper Karlström,se SWE,MF,Udinese,it Serie A,29.0,1995.0,37,36,3186,35.4,0,3,3,0,0,0,9,0,0.7,0.7,1.1,1.8,23,135,46,0.0,0.08,0.08,0.0,0.08,0.02,0.03,0.05,0.02,0.05,Scouting Report for Jesper Karlström. Team: Udinese. Position: MF. Age: 29.0. Nation: se SWE. Matches Played: 37. Minutes: 3186. Goals: 0. Assists: 3. Non-Penalty xG (npxG): 0.7. Expected Assists (xAG): 1.1. Progressive Carries: 23. Progressive Passes: 135. 
